#fa/C,dNeff
4.981898e+04,1.387507e-01
5.074705e+04,1.379547e-01
5.169242e+04,1.371635e-01
5.265540e+04,1.363774e-01
5.363631e+04,1.355976e-01
5.463550e+04,1.348229e-01
5.565331e+04,1.340531e-01
5.669007e+04,1.332903e-01
5.774615e+04,1.325352e-01
5.882190e+04,1.317843e-01
5.991770e+04,1.310386e-01
6.103390e+04,1.302991e-01
6.217090e+04,1.295658e-01
6.332908e+04,1.288382e-01
6.450884e+04,1.281153e-01
6.571058e+04,1.273983e-01
6.693470e+04,1.266882e-01
6.818162e+04,1.259841e-01
6.945178e+04,1.252850e-01
7.074559e+04,1.245910e-01
7.206351e+04,1.239037e-01
7.340598e+04,1.232228e-01
7.477346e+04,1.225462e-01
7.616642e+04,1.218766e-01
7.758532e+04,1.212123e-01
7.903066e+04,1.205535e-01
8.050292e+04,1.199007e-01
8.200261e+04,1.192526e-01
8.353023e+04,1.186116e-01
8.508632e+04,1.179762e-01
8.667139e+04,1.173461e-01
8.828599e+04,1.167214e-01
8.993067e+04,1.161023e-01
9.160598e+04,1.154886e-01
9.331251e+04,1.148802e-01
9.505083e+04,1.142775e-01
9.682153e+04,1.136809e-01
9.862522e+04,1.130891e-01
1.004625e+05,1.125032e-01
1.023340e+05,1.119205e-01
1.042404e+05,1.113436e-01
1.061823e+05,1.107748e-01
1.081604e+05,1.102110e-01
1.101753e+05,1.096517e-01
1.122277e+05,1.090974e-01
1.143184e+05,1.085472e-01
1.164481e+05,1.080009e-01
1.186174e+05,1.074614e-01
1.208271e+05,1.069281e-01
1.230780e+05,1.063983e-01
1.253708e+05,1.058738e-01
1.277063e+05,1.053563e-01
1.300854e+05,1.048415e-01
1.325087e+05,1.043319e-01
1.349772e+05,1.038254e-01
1.374917e+05,1.033245e-01
1.400531e+05,1.028321e-01
1.426621e+05,1.023413e-01
1.453198e+05,1.018554e-01
1.480269e+05,1.013740e-01
1.507845e+05,1.008971e-01
1.535935e+05,1.004245e-01
1.564548e+05,9.995357e-02
1.593694e+05,9.949214e-02
1.623382e+05,9.903480e-02
1.653624e+05,9.857999e-02
1.684430e+05,9.812927e-02
1.715809e+05,9.768357e-02
1.747773e+05,9.724147e-02
1.780332e+05,9.680379e-02
1.813498e+05,9.637044e-02
1.847281e+05,9.594070e-02
1.881694e+05,9.551470e-02
1.916748e+05,9.509312e-02
1.952456e+05,9.467593e-02
1.988828e+05,9.426227e-02
2.025878e+05,9.385124e-02
2.063618e+05,9.344656e-02
2.102061e+05,9.303951e-02
2.141220e+05,9.264069e-02
2.181109e+05,9.225056e-02
2.221741e+05,9.185953e-02
2.263130e+05,9.147095e-02
2.305289e+05,9.108754e-02
2.348235e+05,9.070715e-02
2.391980e+05,9.032956e-02
2.436540e+05,8.995683e-02
2.481930e+05,8.958623e-02
2.528166e+05,8.921967e-02
2.575263e+05,8.885637e-02
2.623238e+05,8.849593e-02
2.672106e+05,8.813887e-02
2.721885e+05,8.778557e-02
2.772591e+05,8.743517e-02
2.824241e+05,8.708773e-02
2.876854e+05,8.674335e-02
2.930447e+05,8.640193e-02
2.985038e+05,8.606394e-02
3.040646e+05,8.572889e-02
3.097291e+05,8.539623e-02
3.154990e+05,8.506634e-02
3.213764e+05,8.474070e-02
3.273634e+05,8.441658e-02
3.334618e+05,8.409596e-02
3.396739e+05,8.377822e-02
3.460016e+05,8.346279e-02
3.524473e+05,8.315017e-02
3.590130e+05,8.283952e-02
3.657011e+05,8.253255e-02
3.725137e+05,8.222796e-02
3.794533e+05,8.192514e-02
3.865221e+05,8.162616e-02
3.937226e+05,8.132901e-02
4.010573e+05,8.103446e-02
4.085286e+05,8.074221e-02
4.161391e+05,8.045211e-02
4.238913e+05,8.016496e-02
4.317880e+05,7.987932e-02
4.398317e+05,7.959630e-02
4.480254e+05,7.931586e-02
4.563716e+05,7.903764e-02
4.648734e+05,7.876146e-02
4.735335e+05,7.848772e-02
4.823549e+05,7.821592e-02
