#fa/C,dNeff
2.703110e+08,3.615588e-02
2.759826e+08,3.497905e-02
2.817733e+08,3.401943e-02
2.876854e+08,3.285854e-02
2.937216e+08,3.174603e-02
2.998844e+08,3.072620e-02
3.061766e+08,2.970473e-02
3.126007e+08,2.871174e-02
3.191597e+08,2.769202e-02
3.258562e+08,2.675117e-02
3.326933e+08,2.588350e-02
3.396739e+08,2.496360e-02
3.468009e+08,2.402615e-02
3.540774e+08,2.326506e-02
3.615066e+08,2.244160e-02
3.690917e+08,2.165036e-02
3.768359e+08,2.093055e-02
3.847427e+08,2.016970e-02
3.928153e+08,1.942230e-02
4.010573e+08,1.868679e-02
4.094722e+08,1.799558e-02
4.180637e+08,1.737256e-02
4.268355e+08,1.672424e-02
4.357913e+08,1.605554e-02
4.449350e+08,1.547933e-02
4.542706e+08,1.493580e-02
4.638021e+08,1.435595e-02
4.735335e+08,1.383982e-02
4.834691e+08,1.331048e-02
4.936132e+08,1.278473e-02
5.039701e+08,1.231782e-02
5.145444e+08,1.187430e-02
5.253405e+08,1.140295e-02
5.363631e+08,1.099112e-02
5.476170e+08,1.057088e-02
5.591071e+08,1.016557e-02
5.708382e+08,9.800957e-03
5.828155e+08,9.421993e-03
5.950440e+08,9.030893e-03
6.075292e+08,8.675177e-03
6.202763e+08,8.352695e-03
6.332908e+08,8.023147e-03
6.465785e+08,7.693904e-03
6.601449e+08,7.398043e-03
6.739960e+08,7.123732e-03
6.881377e+08,6.822408e-03
7.025761e+08,6.572723e-03
7.173175e+08,6.311076e-03
7.323682e+08,6.063856e-03
7.477346e+08,5.834385e-03
7.634235e+08,5.600198e-03
7.794416e+08,5.371146e-03
7.957957e+08,5.170291e-03
8.124930e+08,4.965722e-03
8.295407e+08,4.753061e-03
8.469460e+08,4.563196e-03
8.647165e+08,4.387844e-03
8.828599e+08,4.221893e-03
9.013839e+08,4.050769e-03
9.202967e+08,3.889234e-03
9.396062e+08,3.737442e-03
9.593209e+08,3.576930e-03
9.794493e+08,3.436543e-03
1.000000e+09,3.303781e-03
